id,90% Credible Intervals_x,90% Credible Intervals_y,90% Credible Intervals_x2,90% Credible Intervals_y2,Posterior Predictive_x,Posterior Predictive_y,Posterior Mode_x,Posterior Mode_y,Exact Data_x,Exact Data_y,Low Outlier Data_x,Low Outlier Data_y
25,0.99,44.4252104973241,0.99,69.2784359440668,0.99,56.9272995314675,0.99,60.27967377864,0.740825688073394,110,,
26,,,,,,,,,0.86697247706422,92,,
27,,,,,,,,,0.694954128440367,113,,
28,,,,,,,,,0.305045871559633,157,,
29,,,,,,,,,0.637614678899083,120,,
30,,,,,,,,,0.00688073394495413,307,,
31,,,,,,,,,0.362385321100917,151,,
32,,,,,,,,,0.0756880733944954,205,,
33,,,,,,,,,0.660550458715596,117,,
34,,,,,,,,,0.557339449541284,122,,
35,,,,,,,,,0.878440366972477,90,,
36,,,,,,,,,0.155963302752294,188,,
37,,,,,,,,,0.752293577981651,109,,
38,,,,,,,,,0.190366972477064,174,,
39,,,,,,,,,0.821100917431193,100,,
40,,,,,,,,,0.763761467889908,108,,
41,,,,,,,,,0.64908256880734,119,,
42,,,,,,,,,0.522935779816514,124,,
43,,,,,,,,,0.889908256880734,89,,
44,,,,,,,,,0.018348623853211,268,,
45,,,,,,,,,0.0642201834862385,208,,
46,,,,,,,,,0.282110091743119,163,,
47,,,,,,,,,0.729357798165138,112,,
48,,,,,,,,,0.832568807339449,99,,
49,,,,,,,,,0.545871559633027,122,,
50,,,,,,,,,0.591743119266055,121,,
51,,,,,,,,,0.912844036697248,86,,
52,,,,,,,,,0.717889908256881,112,,
53,,,,,,,,,0.213302752293578,170,,
54,,,,,,,,,0.5,131,,
55,,,,,,,,,0.396788990825688,143,,
56,,,,,,,,,0.947247706422018,74,,
57,,,,,,,,,0.798165137614679,105,,
58,,,,,,,,,0.568807339449541,122,,
59,,,,,,,,,0.672018348623853,116,,
60,,,,,,,,,0.603211009174312,121,,
61,,,,,,,,,0.442660550458716,138,,
62,,,,,,,,,0.0412844036697248,250,,
63,,,,,,,,,0.0298165137614679,257,,
64,,,,,,,,,0.419724770642202,142,,
65,,,,,,,,,0.454128440366972,137,,
66,,,,,,,,,0.31651376146789,156,,
67,,,,,,,,,0.511467889908257,124,,
68,,,,,,,,,0.259174311926606,166,,
69,,,,,,,,,0.626146788990826,120,,
70,,,,,,,,,0.224770642201835,168,,
71,,,,,,,,,0.901376146788991,89,,
72,,,,,,,,,0.775229357798165,106,,
73,,,,,,,,,0.68348623853211,116,,
74,,,,,,,,,0.144495412844037,192,,
75,,,,,,,,,0.385321100917431,144,,
76,,,,,,,,,0.0986238532110092,205,,
77,,,,,,,,,0.0527522935779816,244,,
78,,,,,,,,,0.786697247706422,106,,
79,,,,,,,,,0.614678899082569,121,,
80,,,,,,,,,0.706422018348624,112,,
81,,,,,,,,,0.924311926605505,76,,
82,,,,,,,,,0.121559633027523,200,,
83,,,,,,,,,0.855504587155963,96,,
84,,,,,,,,,0.431192660550459,140,,
