ground,year,score
Gabba,1977,3
Gabba,1977,48
Gabba,1977,0
Gabba,1977,45
Gabba,1977,13
Gabba,1977,0
Gabba,1977,4
Gabba,1977,11
Gabba,1977,23
Gabba,1977,2
Gabba,1977,0
Gabba,1977,2
Gabba,1977,0
Gabba,1977,46
Gabba,1977,0
Gabba,1977,89
Gabba,1977,57
Gabba,1977,29
Gabba,1977,6
Gabba,1977,12
Gabba,1977,41
Gabba,1977,26
Gabba,1977,113
Gabba,1977,1
Gabba,1977,47
Gabba,1977,35
Gabba,1977,3
Gabba,1977,21
Gabba,1977,55
Gabba,1977,2
Gabba,1977,8
Gabba,1977,26
Gabba,1977,0
Gabba,1978,7
Gabba,1978,1
Gabba,1978,1
Gabba,1978,7
Gabba,1978,4
Gabba,1978,2
Gabba,1978,33
Gabba,1978,17
Gabba,1978,36
Gabba,1978,0
Gabba,1978,1
Gabba,1978,13
Gabba,1978,2
Gabba,1978,75
Gabba,1978,20
Gabba,1978,6
Gabba,1978,44
Gabba,1978,49
Gabba,1978,27
Gabba,1978,1
Gabba,1978,29
Gabba,1978,8
Gabba,1978,19
Gabba,1978,0
Gabba,1978,1
Gabba,1978,102
Gabba,1978,129
Gabba,1978,5
Gabba,1978,15
Gabba,1978,16
Gabba,1978,16
Gabba,1978,0
Gabba,1978,0
Gabba,1978,16
Gabba,1978,2
Gabba,1978,74
Gabba,1978,13
Gabba,1978,48
Gabba,1979,92
Gabba,1979,14
Gabba,1979,1
Gabba,1979,74
Gabba,1979,3
Gabba,1979,43
Gabba,1979,3
Gabba,1979,13
Gabba,1979,0
Gabba,1979,8
Gabba,1979,0
Gabba,1979,34
Gabba,1979,42
Gabba,1979,140
Gabba,1979,38
Gabba,1979,50
Gabba,1979,0
Gabba,1979,21
Gabba,1979,7
Gabba,1979,60
Gabba,1979,11
Gabba,1979,2
Gabba,1979,33
Gabba,1979,75
Gabba,1979,7
Gabba,1979,124
Gabba,1979,130
Gabba,1979,37
Gabba,1979,19
Gabba,1979,2
Gabba,1979,0
Gabba,1979,4
Gabba,1979,3
Gabba,1979,10
Gabba,1979,8
Gabba,1980,29
Gabba,1980,20
Gabba,1980,6
Gabba,1980,65
Gabba,1980,52
Gabba,1980,0
Gabba,1980,7
Gabba,1980,10
Gabba,1980,0
Gabba,1980,6
Gabba,1980,0
Gabba,1980,111
Gabba,1980,30
Gabba,1980,35
Gabba,1980,9
Gabba,1980,36
Gabba,1980,17
Gabba,1980,8
Gabba,1980,24
Gabba,1980,16
Gabba,1980,5
Gabba,1980,1
Gabba,1980,1
Gabba,1980,51
Gabba,1980,0
Gabba,1980,4
Gabba,1980,4
Gabba,1980,2
Gabba,1980,7
Gabba,1980,0
Gabba,1980,51
Gabba,1980,0
Gabba,1980,8
Gabba,1980,32
Gabba,1980,24
Gabba,1981,36
Gabba,1981,11
Gabba,1981,29
Gabba,1981,20
Gabba,1981,80
Gabba,1981,43
Gabba,1981,0
Gabba,1981,34
Gabba,1981,4
Gabba,1981,7
Gabba,1981,1
Gabba,1981,44
Gabba,1981,72
Gabba,1981,201
Gabba,1981,36
Gabba,1981,28
Gabba,1981,36
Gabba,1981,27
Gabba,1981,2
Gabba,1981,14
Gabba,1981,22
Gabba,1981,5
Gabba,1981,33
Gabba,1981,43
Gabba,1981,15
Gabba,1981,38
Gabba,1981,0
Gabba,1981,36
Gabba,1981,3
Gabba,1981,21
Gabba,1981,13
Gabba,1981,4
Gabba,1981,2
Gabba,1981,3
Gabba,1981,0
Gabba,1982,1
Gabba,1982,7
Gabba,1982,18
Gabba,1982,72
Gabba,1982,40
Gabba,1982,37
Gabba,1982,0
Gabba,1982,1
Gabba,1982,15
Gabba,1982,1
Gabba,1982,10
Gabba,1982,162
Gabba,1982,1
Gabba,1982,0
Gabba,1982,53
Gabba,1982,0
Gabba,1982,28
Gabba,1982,11
Gabba,1982,53
Gabba,1982,6
Gabba,1982,4
Gabba,1982,5
Gabba,1982,13
Gabba,1982,83
Gabba,1982,34
Gabba,1982,12
Gabba,1982,4
Gabba,1982,15
Gabba,1982,60
Gabba,1982,3
Gabba,1982,18
Gabba,1982,10
Gabba,1982,5
Gabba,1982,46
Gabba,1982,4
Gabba,1982,15
Gabba,1982,8
Gabba,1982,39
Gabba,1982,66
Gabba,1983,2
Gabba,1983,24
Gabba,1983,17
Gabba,1983,6
Gabba,1983,56
Gabba,1983,27
Gabba,1983,2
Gabba,1983,0
Gabba,1983,13
Gabba,1983,1
Gabba,1983,2
Gabba,1983,35
Gabba,1983,46
Gabba,1983,33
Gabba,1983,53
Gabba,1983,118
Gabba,1983,150
Gabba,1983,1
Gabba,1983,49
Gabba,1983,37
Gabba,1983,18
Gabba,1983,11
Gabba,1983,5
Gabba,1983,3
Gabba,1984,13
Gabba,1984,0
Gabba,1984,20
Gabba,1984,17
Gabba,1984,34
Gabba,1984,11
Gabba,1984,44
Gabba,1984,14
Gabba,1984,0
Gabba,1984,6
Gabba,1984,0
Gabba,1984,44
Gabba,1984,21
Gabba,1984,138
Gabba,1984,13
Gabba,1984,6
Gabba,1984,14
Gabba,1984,114
Gabba,1984,57
Gabba,1984,1
Gabba,1984,0
Gabba,1984,0
Gabba,1984,21
Gabba,1984,61
Gabba,1984,3
Gabba,1984,24
Gabba,1984,4
Gabba,1984,51
Gabba,1984,1
Gabba,1984,54
Gabba,1984,14
Gabba,1984,0
Gabba,1984,21
Gabba,1984,7
Gabba,1984,5
Gabba,1984,9
Gabba,1984,3
Gabba,1985,70
Gabba,1985,0
Gabba,1985,31
Gabba,1985,1
Gabba,1985,8
Gabba,1985,34
Gabba,1985,2
Gabba,1985,8
Gabba,1985,9
Gabba,1985,0
Gabba,1985,0
Gabba,1985,17
Gabba,1985,46
Gabba,1985,108
Gabba,1985,188
Gabba,1985,22
Gabba,1985,35
Gabba,1985,36
Gabba,1985,54
Gabba,1985,2
Gabba,1985,3
Gabba,1985,12
Gabba,1985,1
Gabba,1985,152
Gabba,1985,20
Gabba,1985,2
Gabba,1985,115
Gabba,1985,5
Gabba,1985,7
Gabba,1985,10
Gabba,1985,0
Gabba,1986,8
Gabba,1986,76
Gabba,1986,61
Gabba,1986,40
Gabba,1986,51
Gabba,1986,138
Gabba,1986,0
Gabba,1986,8
Gabba,1986,40
Gabba,1986,9
Gabba,1986,0
Gabba,1986,56
Gabba,1986,10
Gabba,1986,38
Gabba,1986,8
Gabba,1986,7
Gabba,1986,41
Gabba,1986,56
Gabba,1986,0
Gabba,1986,11
Gabba,1986,0
Gabba,1986,3
Gabba,1986,110
Gabba,1986,14
Gabba,1986,18
Gabba,1986,23
Gabba,1986,45
Gabba,1986,13
Gabba,1986,28
Gabba,1986,16
Gabba,1986,0
Gabba,1986,0
Gabba,1986,2
Gabba,1986,35
Gabba,1986,1
Gabba,1986,12
Gabba,1986,9
Gabba,1986,15
Gabba,1987,0
Gabba,1987,38
Gabba,1987,4
Gabba,1987,67
Gabba,1987,16
Gabba,1987,17
Gabba,1987,8
Gabba,1987,11
Gabba,1987,2
Gabba,1987,0
Gabba,1987,0
Gabba,1987,25
Gabba,1987,143
Gabba,1987,2
Gabba,1987,9
Gabba,1987,4
Gabba,1987,21
Gabba,1987,39
Gabba,1987,8
Gabba,1987,22
Gabba,1987,5
Gabba,1987,8
Gabba,1987,2
Gabba,1987,15
Gabba,1987,45
Gabba,1987,23
Gabba,1987,12
Gabba,1987,62
Gabba,1987,24
Gabba,1987,0
Gabba,1987,9
Gabba,1987,2
Gabba,1987,1
Gabba,1987,31
Gabba,1987,24
Gabba,1987,38
Gabba,1988,27
Gabba,1988,10
Gabba,1988,37
Gabba,1988,6
Gabba,1988,4
Gabba,1988,4
Gabba,1988,27
Gabba,1988,22
Gabba,1988,2
Gabba,1988,1
Gabba,1988,4
Gabba,1988,80
Gabba,1988,40
Gabba,1988,81
Gabba,1988,1
Gabba,1988,68
Gabba,1988,19
Gabba,1988,27
Gabba,1988,11
Gabba,1988,19
Gabba,1988,0
Gabba,1988,0
Gabba,1988,12
Gabba,1988,2
Gabba,1988,10
Gabba,1988,90
Gabba,1988,0
Gabba,1988,41
Gabba,1988,28
Gabba,1988,7
Gabba,1988,32
Gabba,1988,32
Gabba,1988,5
Gabba,1988,16
Gabba,1988,30
Gabba,1988,7
Gabba,1989,0
Gabba,1989,9
Gabba,1989,106
Gabba,1989,56
Gabba,1989,15
Gabba,1989,60
Gabba,1989,21
Gabba,1989,25
Gabba,1989,22
Gabba,1989,5
Gabba,1989,18
Gabba,1989,5
Gabba,1989,40
Gabba,1989,43
Gabba,1989,22
Gabba,1989,167
Gabba,1989,25
Gabba,1989,18
Gabba,1989,56
Gabba,1989,2
Gabba,1989,1
Gabba,1989,10
Gabba,1989,164
Gabba,1989,26
Gabba,1989,30
Gabba,1989,23
Gabba,1989,57
Gabba,1989,26
Gabba,1989,0
Gabba,1989,23
Gabba,1990,13
Gabba,1990,12
Gabba,1990,61
Gabba,1990,32
Gabba,1990,7
Gabba,1990,4
Gabba,1990,16
Gabba,1990,20
Gabba,1990,12
Gabba,1990,1
Gabba,1990,5
Gabba,1990,9
Gabba,1990,10
Gabba,1990,18
Gabba,1990,9
Gabba,1990,17
Gabba,1990,1
Gabba,1990,35
Gabba,1990,22
Gabba,1990,9
Gabba,1990,0
Gabba,1990,0
Gabba,1990,15
Gabba,1990,0
Gabba,1990,27
Gabba,1990,14
Gabba,1990,15
Gabba,1990,1
Gabba,1990,6
Gabba,1990,14
Gabba,1990,15
Gabba,1990,0
Gabba,1990,0
Gabba,1990,67
Gabba,1990,72
Gabba,1991,8
Gabba,1991,13
Gabba,1991,17
Gabba,1991,5
Gabba,1991,10
Gabba,1991,16
Gabba,1991,44
Gabba,1991,54
Gabba,1991,19
Gabba,1991,12
Gabba,1991,21
Gabba,1991,47
Gabba,1991,94
Gabba,1991,66
Gabba,1991,28
Gabba,1991,0
Gabba,1991,11
Gabba,1991,12
Gabba,1991,31
Gabba,1991,11
Gabba,1991,8
Gabba,1991,7
Gabba,1991,41
Gabba,1991,0
Gabba,1991,5
Gabba,1991,0
Gabba,1991,12
Gabba,1991,7
Gabba,1991,25
Gabba,1991,39
Gabba,1991,1
Gabba,1991,2
Gabba,1991,12
Gabba,1991,35
Gabba,1991,17
Gabba,1992,7
Gabba,1992,48
Gabba,1992,10
Gabba,1992,39
Gabba,1992,36
Gabba,1992,73
Gabba,1992,30
Gabba,1992,17
Gabba,1992,10
Gabba,1992,3
Gabba,1992,1
Gabba,1992,8
Gabba,1992,27
Gabba,1992,17
Gabba,1992,58
Gabba,1992,157
Gabba,1992,47
Gabba,1992,15
Gabba,1992,5
Gabba,1992,4
Gabba,1992,0
Gabba,1992,17
Gabba,1992,111
Gabba,1992,34
Gabba,1992,20
Gabba,1992,60
Gabba,1992,15
Gabba,1992,17
Gabba,1992,0
Gabba,1992,18
Gabba,1992,1
Gabba,1992,16
Gabba,1992,1
Gabba,1992,1
Gabba,1992,1
Gabba,1992,66
Gabba,1992,0
Gabba,1992,0
Gabba,1992,32
Gabba,1992,0
Gabba,1992,16
Gabba,1992,4
Gabba,1992,0
Gabba,1993,0
Gabba,1993,38
Gabba,1993,56
Gabba,1993,36
Gabba,1993,35
Gabba,1993,5
Gabba,1993,1
Gabba,1993,42
Gabba,1993,0
Gabba,1993,10
Gabba,1993,3
Gabba,1993,28
Gabba,1993,53
Gabba,1993,89
Gabba,1993,68
Gabba,1993,105
Gabba,1993,147
Gabba,1993,15
Gabba,1993,74
Gabba,1993,11
Gabba,1993,53
Gabba,1993,15
Gabba,1993,86
Gabba,1993,2
Gabba,1993,16
Gabba,1993,18
Gabba,1993,3
Gabba,1993,20
Gabba,1993,24
Gabba,1993,6
Gabba,1994,176
Gabba,1994,59
Gabba,1994,3
Gabba,1994,140
Gabba,1994,7
Gabba,1994,2
Gabba,1994,19
Gabba,1994,7
Gabba,1994,2
Gabba,1994,3
Gabba,1994,0
Gabba,1994,54
Gabba,1994,16
Gabba,1994,3
Gabba,1994,28
Gabba,1994,20
Gabba,1994,10
Gabba,1994,1
Gabba,1994,4
Gabba,1994,7
Gabba,1994,17
Gabba,1994,0
Gabba,1994,58
Gabba,1994,45
Gabba,1994,28
Gabba,1994,15
Gabba,1994,21
Gabba,1994,7
Gabba,1994,45
Gabba,1994,0
Gabba,1994,6
Gabba,1994,9
Gabba,1994,23
Gabba,1994,33
Gabba,1994,80
Gabba,1994,67
Gabba,1994,56
Gabba,1994,13
Gabba,1994,2
Gabba,1994,11
Gabba,1994,10
Gabba,1994,0
Gabba,1994,2
Gabba,1995,69
Gabba,1995,42
Gabba,1995,54
Gabba,1995,59
Gabba,1995,112
Gabba,1995,57
Gabba,1995,18
Gabba,1995,9
Gabba,1995,5
Gabba,1995,8
Gabba,1995,5
Gabba,1995,32
Gabba,1995,11
Gabba,1995,8
Gabba,1995,0
Gabba,1995,5
Gabba,1995,1
Gabba,1995,4
Gabba,1995,1
Gabba,1995,19
Gabba,1995,1
Gabba,1995,99
Gabba,1995,2
Gabba,1995,16
Gabba,1995,62
Gabba,1995,26
Gabba,1995,9
Gabba,1995,6
Gabba,1995,0
Gabba,1995,2
Gabba,1995,0
Gabba,1995,0
Gabba,1996,43
Gabba,1996,0
Gabba,1996,88
Gabba,1996,38
Gabba,1996,66
Gabba,1996,0
Gabba,1996,161
Gabba,1996,20
Gabba,1996,24
Gabba,1996,6
Gabba,1996,0
Gabba,1996,18
Gabba,1996,10
Gabba,1996,26
Gabba,1996,102
Gabba,1996,82
Gabba,1996,0
Gabba,1996,4
Gabba,1996,0
Gabba,1996,0
Gabba,1996,9
Gabba,1996,0
Gabba,1996,21
Gabba,1996,36
Gabba,1996,9
Gabba,1996,57
Gabba,1996,20
Gabba,1996,45
Gabba,1996,11
Gabba,1996,113
Gabba,1996,29
Gabba,1996,44
Gabba,1996,23
Gabba,1996,14
Gabba,1996,2
Gabba,1996,20
Gabba,1996,24
Gabba,1996,7
Gabba,1996,1
Gabba,1996,1
Gabba,1997,112
Gabba,1997,18
Gabba,1997,7
Gabba,1997,3
Gabba,1997,2
Gabba,1997,26
Gabba,1997,68
Gabba,1997,77
Gabba,1997,21
Gabba,1997,13
Gabba,1997,6
Gabba,1997,1
Gabba,1997,57
Gabba,1997,12
Gabba,1997,91
Gabba,1997,14
Gabba,1997,54
Gabba,1997,64
Gabba,1997,12
Gabba,1997,13
Gabba,1997,2
Gabba,1997,4
Gabba,1997,11
Gabba,1997,16
Gabba,1997,25
Gabba,1997,91
Gabba,1997,17
Gabba,1997,23
Gabba,1997,73
Gabba,1997,28
Gabba,1997,3
Gabba,1997,45
Gabba,1997,14
Gabba,1997,0
Gabba,1997,0
Gabba,1997,21
Gabba,1997,39
Gabba,1997,0
Gabba,1997,0
Gabba,1997,2
Gabba,1997,0
Gabba,1998,46
Gabba,1998,16
Gabba,1998,8
Gabba,1998,31
Gabba,1998,112
Gabba,1998,21
Gabba,1998,134
Gabba,1998,0
Gabba,1998,71
Gabba,1998,20
Gabba,1998,5
Gabba,1998,116
Gabba,1998,0
Gabba,1998,59
Gabba,1998,8
Gabba,1998,77
Gabba,1998,69
Gabba,1998,0
Gabba,1998,23
Gabba,1998,0
Gabba,1998,0
Gabba,1998,1
Gabba,1998,113
Gabba,1998,0
Gabba,1998,74
Gabba,1998,27
Gabba,1998,16
Gabba,1998,40
Gabba,1998,28
Gabba,1998,47
Gabba,1998,3
Gabba,1998,9
Gabba,1998,14
Gabba,1998,21
Gabba,1998,4
Gabba,1999,61
Gabba,1999,18
Gabba,1999,0
Gabba,1999,88
Gabba,1999,95
Gabba,1999,13
Gabba,1999,0
Gabba,1999,11
Gabba,1999,61
Gabba,1999,9
Gabba,1999,0
Gabba,1999,169
Gabba,1999,89
Gabba,1999,1
Gabba,1999,100
Gabba,1999,1
Gabba,1999,0
Gabba,1999,81
Gabba,1999,86
Gabba,1999,0
Gabba,1999,1
Gabba,1999,6
Gabba,1999,119
Gabba,1999,0
Gabba,1999,5
Gabba,1999,12
Gabba,1999,75
Gabba,1999,2
Gabba,1999,17
Gabba,1999,0
Gabba,1999,28
Gabba,1999,1
Gabba,1999,5
Gabba,1999,40
Gabba,1999,32
Gabba,2000,10
Gabba,2000,20
Gabba,2000,0
Gabba,2000,18
Gabba,2000,16
Gabba,2000,0
Gabba,2000,2
Gabba,2000,0
Gabba,2000,0
Gabba,2000,0
Gabba,2000,9
Gabba,2000,54
Gabba,2000,44
Gabba,2000,8
Gabba,2000,3
Gabba,2000,24
Gabba,2000,41
Gabba,2000,20
Gabba,2000,48
Gabba,2000,62
Gabba,2000,19
Gabba,2000,0
Gabba,2000,0
Gabba,2000,8
Gabba,2000,4
Gabba,2000,62
Gabba,2000,16
Gabba,2000,0
Gabba,2000,4
Gabba,2000,13
Gabba,2000,0
Gabba,2000,2
Gabba,2000,0
Gabba,2001,104
Gabba,2001,136
Gabba,2001,5
Gabba,2001,0
Gabba,2001,3
Gabba,2001,4
Gabba,2001,118
Gabba,2001,22
Gabba,2001,61
Gabba,2001,20
Gabba,2001,26
Gabba,2001,6
Gabba,2001,3
Gabba,2001,0
Gabba,2001,66
Gabba,2001,45
Gabba,2001,61
Gabba,2001,11
Gabba,2001,25
Gabba,2001,3
Gabba,2001,20
Gabba,2001,13
Gabba,2001,32
Gabba,2001,18
Gabba,2001,57
Gabba,2001,5
Gabba,2001,23
Gabba,2001,57
Gabba,2001,49
Gabba,2001,43
Gabba,2001,23
Gabba,2001,3
Gabba,2002,32
Gabba,2002,197
Gabba,2002,123
Gabba,2002,26
Gabba,2002,7
Gabba,2002,30
Gabba,2002,0
Gabba,2002,57
Gabba,2002,0
Gabba,2002,0
Gabba,2002,0
Gabba,2002,72
Gabba,2002,33
Gabba,2002,54
Gabba,2002,51
Gabba,2002,69
Gabba,2002,0
Gabba,2002,12
Gabba,2002,13
Gabba,2002,0
Gabba,2002,4
Gabba,2002,22
Gabba,2002,103
Gabba,2002,3
Gabba,2002,64
Gabba,2002,60
Gabba,2002,12
Gabba,2002,20
Gabba,2002,1
Gabba,2002,0
Gabba,2002,40
Gabba,2002,11
Gabba,2002,0
Gabba,2002,0
Gabba,2002,13
Gabba,2002,4
Gabba,2002,4
Gabba,2002,1
Gabba,2003,121
Gabba,2003,37
Gabba,2003,54
Gabba,2003,42
Gabba,2003,0
Gabba,2003,16
Gabba,2003,0
Gabba,2003,11
Gabba,2003,8
Gabba,2003,6
Gabba,2003,1
Gabba,2003,36
Gabba,2003,45
Gabba,2003,1
Gabba,2003,0
Gabba,2003,144
Gabba,2003,75
Gabba,2003,37
Gabba,2003,12
Gabba,2003,19
Gabba,2003,27
Gabba,2003,0
Gabba,2003,99
Gabba,2003,0
Gabba,2003,50
Gabba,2003,66
Gabba,2003,56
Gabba,2003,4
Gabba,2003,0
Gabba,2003,43
Gabba,2003,24
Gabba,2004,19
Gabba,2004,69
Gabba,2004,0
Gabba,2004,27
Gabba,2004,19
Gabba,2004,23
Gabba,2004,126
Gabba,2004,10
Gabba,2004,21
Gabba,2004,29
Gabba,2004,0
Gabba,2004,34
Gabba,2004,8
Gabba,2004,51
Gabba,2004,70
Gabba,2004,8
Gabba,2004,141
Gabba,2004,126
Gabba,2004,10
Gabba,2004,54
Gabba,2004,5
Gabba,2004,61
Gabba,2004,4
Gabba,2004,0
Gabba,2004,11
Gabba,2004,7
Gabba,2004,17
Gabba,2004,9
Gabba,2004,8
Gabba,2004,8
Gabba,2004,2
Gabba,2004,4
Gabba,2004,0
Gabba,2005,37
Gabba,2005,1
Gabba,2005,149
Gabba,2005,5
Gabba,2005,0
Gabba,2005,44
Gabba,2005,16
Gabba,2005,47
Gabba,2005,47
Gabba,2005,37
Gabba,2005,6
Gabba,2005,10
Gabba,2005,88
Gabba,2005,21
Gabba,2005,30
Gabba,2005,2
Gabba,2005,5
Gabba,2005,37
Gabba,2005,4
Gabba,2005,2
Gabba,2005,0
Gabba,2005,0
Gabba,2005,29
Gabba,2005,118
Gabba,2005,104
Gabba,2005,14
Gabba,2005,33
Gabba,2005,3
Gabba,2005,31
Gabba,2005,14
Gabba,2005,7
Gabba,2005,17
Gabba,2005,6
Gabba,2005,0
Gabba,2005,0
Gabba,2005,4
Gabba,2005,1
Gabba,2006,82
Gabba,2006,21
Gabba,2006,196
Gabba,2006,29
Gabba,2006,86
Gabba,2006,56
Gabba,2006,0
Gabba,2006,17
Gabba,2006,43
Gabba,2006,39
Gabba,2006,8
Gabba,2006,12
Gabba,2006,11
Gabba,2006,50
Gabba,2006,5
Gabba,2006,16
Gabba,2006,0
Gabba,2006,19
Gabba,2006,24
Gabba,2006,0
Gabba,2006,0
Gabba,2006,2
Gabba,2006,100
Gabba,2006,37
Gabba,2006,60
Gabba,2006,11
Gabba,2006,43
Gabba,2006,0
Gabba,2006,96
Gabba,2006,92
Gabba,2006,16
Gabba,2006,33
Gabba,2006,23
Gabba,2006,8
Gabba,2006,13
Gabba,2006,4
Gabba,2007,100
Gabba,2007,43
Gabba,2007,56
Gabba,2007,133
Gabba,2007,145
Gabba,2007,53
Gabba,2007,51
Gabba,2007,7
Gabba,2007,0
Gabba,2007,14
Gabba,2007,13
Gabba,2007,40
Gabba,2007,37
Gabba,2007,21
Gabba,2007,8
Gabba,2007,7
Gabba,2007,6
Gabba,2007,16
Gabba,2007,39
Gabba,2007,82
Gabba,2007,49
Gabba,2007,20
Gabba,2007,43
Gabba,2007,1
Gabba,2007,18
Gabba,2007,11
Gabba,2007,4
Gabba,2007,4
Gabba,2008,8
Gabba,2008,10
Gabba,2008,4
Gabba,2008,35
Gabba,2008,98
Gabba,2008,26
Gabba,2008,1
Gabba,2008,6
Gabba,2008,4
Gabba,2008,5
Gabba,2008,13
Gabba,2008,3
Gabba,2008,14
Gabba,2008,30
Gabba,2008,40
Gabba,2008,8
Gabba,2008,39
Gabba,2008,9
Gabba,2008,2
Gabba,2008,0
Gabba,2008,1
Gabba,2008,1
Gabba,2008,0
Gabba,2008,131
Gabba,2008,17
Gabba,2008,0
Gabba,2008,9
Gabba,2008,20
Gabba,2008,5
Gabba,2008,19
Gabba,2008,7
Gabba,2008,31
Gabba,2008,18
Gabba,2008,10
Gabba,2008,0
Gabba,2008,24
Gabba,2008,75
Gabba,2008,3
Gabba,2008,29
Gabba,2008,0
Gabba,2008,10
Gabba,2008,12
Gabba,2008,3
Gabba,2008,1
Gabba,2009,0
Gabba,2009,92
Gabba,2009,55
Gabba,2009,66
Gabba,2009,41
Gabba,2009,79
Gabba,2009,38
Gabba,2009,7
Gabba,2009,50
Gabba,2009,20
Gabba,2009,31
Gabba,2009,15
Gabba,2009,62
Gabba,2009,2
Gabba,2009,0
Gabba,2009,18
Gabba,2009,54
Gabba,2009,28
Gabba,2009,8
Gabba,2009,0
Gabba,2009,1
Gabba,2009,1
Gabba,2009,104
Gabba,2009,4
Gabba,2009,2
Gabba,2009,23
Gabba,2009,7
Gabba,2009,16
Gabba,2009,0
Gabba,2009,15
Gabba,2009,5
Gabba,2009,0
Gabba,2010,0
Gabba,2010,67
Gabba,2010,29
Gabba,2010,43
Gabba,2010,4
Gabba,2010,76
Gabba,2010,0
Gabba,2010,0
Gabba,2010,10
Gabba,2010,11
Gabba,2010,0
Gabba,2010,36
Gabba,2010,50
Gabba,2010,10
Gabba,2010,9
Gabba,2010,195
Gabba,2010,1
Gabba,2010,136
Gabba,2010,0
Gabba,2010,16
Gabba,2010,6
Gabba,2010,1
Gabba,2010,110
Gabba,2010,235
Gabba,2010,135
Gabba,2010,41
Gabba,2010,4
Gabba,2010,51
Gabba,2011,34
Gabba,2011,13
Gabba,2011,19
Gabba,2011,14
Gabba,2011,6
Gabba,2011,77
Gabba,2011,96
Gabba,2011,2
Gabba,2011,0
Gabba,2011,17
Gabba,2011,1
Gabba,2011,3
Gabba,2011,10
Gabba,2011,38
Gabba,2011,78
Gabba,2011,139
Gabba,2011,15
Gabba,2011,80
Gabba,2011,0
Gabba,2011,12
Gabba,2011,32
Gabba,2011,5
Gabba,2011,12
Gabba,2011,1
Gabba,2011,2
Gabba,2011,0
Gabba,2011,0
Gabba,2011,36
Gabba,2011,42
Gabba,2011,17
Gabba,2011,11
Gabba,2011,8
Gabba,2011,0
Gabba,2011,7
Gabba,2011,12
Gabba,2011,0
Gabba,2012,10
Gabba,2012,64
Gabba,2012,104
Gabba,2012,147
Gabba,2012,40
Gabba,2012,31
Gabba,2012,11
Gabba,2012,15
Gabba,2012,17
Gabba,2012,0
Gabba,2012,136
Gabba,2012,4
Gabba,2012,9
Gabba,2012,0
Gabba,2012,259
Gabba,2012,100
Gabba,2012,19
Gabba,2012,5
Gabba,2012,23
Gabba,2012,38
Gabba,2012,49
Gabba,2012,29
Gabba,2012,11
Gabba,2012,1
Gabba,2013,1
Gabba,2013,49
Gabba,2013,22
Gabba,2013,1
Gabba,2013,31
Gabba,2013,3
Gabba,2013,94
Gabba,2013,64
Gabba,2013,7
Gabba,2013,9
Gabba,2013,1
Gabba,2013,13
Gabba,2013,40
Gabba,2013,10
Gabba,2013,18
Gabba,2013,5
Gabba,2013,2
Gabba,2013,0
Gabba,2013,32
Gabba,2013,0
Gabba,2013,8
Gabba,2013,2
Gabba,2013,16
Gabba,2013,124
Gabba,2013,6
Gabba,2013,113
Gabba,2013,0
Gabba,2013,34
Gabba,2013,53
Gabba,2013,39
Gabba,2013,4
Gabba,2013,65
Gabba,2013,0
Gabba,2013,9
Gabba,2013,26
Gabba,2013,32
Gabba,2013,26
Gabba,2013,4
Gabba,2013,4
Gabba,2013,0
Gabba,2013,7
Gabba,2013,2
Gabba,2014,144
Gabba,2014,24
Gabba,2014,18
Gabba,2014,19
Gabba,2014,81
Gabba,2014,32
Gabba,2014,33
Gabba,2014,35
Gabba,2014,9
Gabba,2014,4
Gabba,2014,1
Gabba,2014,55
Gabba,2014,29
Gabba,2014,25
Gabba,2014,133
Gabba,2014,32
Gabba,2014,11
Gabba,2014,6
Gabba,2014,88
Gabba,2014,52
Gabba,2014,23
Gabba,2014,32
Gabba,2014,27
Gabba,2014,81
Gabba,2014,43
Gabba,2014,1
Gabba,2014,10
Gabba,2014,0
Gabba,2014,0
Gabba,2014,19
Gabba,2014,30
Gabba,2014,3
Gabba,2014,1
Gabba,2014,55
Gabba,2014,6
Gabba,2014,0
Gabba,2014,28
Gabba,2014,17
Gabba,2014,1
Gabba,2014,6
Gabba,2014,2
Gabba,2015,71
Gabba,2015,163
Gabba,2015,174
Gabba,2015,48
Gabba,2015,83
Gabba,2015,23
Gabba,2015,47
Gabba,2015,140
Gabba,2015,0
Gabba,2015,6
Gabba,2015,3
Gabba,2015,32
Gabba,2015,24
Gabba,2015,16
Gabba,2015,14
Gabba,2015,0
Gabba,2015,129
Gabba,2015,116
Gabba,2015,9
Gabba,2015,1
Gabba,2015,2
Gabba,2015,1
Gabba,2015,29
Gabba,2015,23
Gabba,2015,59
Gabba,2015,26
Gabba,2015,80
Gabba,2015,3
Gabba,2015,14
Gabba,2015,26
Gabba,2015,0
Gabba,2015,5
Gabba,2015,15
Gabba,2016,71
Gabba,2016,32
Gabba,2016,4
Gabba,2016,130
Gabba,2016,105
Gabba,2016,1
Gabba,2016,7
Gabba,2016,10
Gabba,2016,8
Gabba,2016,29
Gabba,2016,19
Gabba,2016,22
Gabba,2016,5
Gabba,2016,19
Gabba,2016,0
Gabba,2016,4
Gabba,2016,2
Gabba,2016,59
Gabba,2016,1
Gabba,2016,1
Gabba,2016,21
Gabba,2016,4
Gabba,2016,12
Gabba,2016,6
Gabba,2016,74
Gabba,2016,63
Gabba,2016,35
Gabba,2016,4
Gabba,2016,1
Gabba,2016,15
Gabba,2016,71
Gabba,2016,14
Gabba,2016,65
Gabba,2016,5
Gabba,2016,137
