ground,year,score
Lord's,1972,6
Lord's,1972,7
Lord's,1973,61
Lord's,1973,9
Lord's,1973,56
Lord's,1973,25
Lord's,1973,63
Lord's,1973,3
Lord's,1973,0
Lord's,1973,7
Lord's,1973,2
Lord's,1973,8
Lord's,1973,8
Lord's,1973,4
Lord's,1973,3
Lord's,1973,175
Lord's,1973,86
Lord's,1973,17
Lord's,1973,105
Lord's,1973,105
Lord's,1973,27
Lord's,1973,11
Lord's,1973,6
Lord's,1973,92
Lord's,1973,53
Lord's,1973,51
Lord's,1973,178
Lord's,1973,12
Lord's,1973,22
Lord's,1973,0
Lord's,1973,7
Lord's,1973,0
Lord's,1973,23
Lord's,1973,2
Lord's,1973,51
Lord's,1973,4
Lord's,1973,157
Lord's,1973,63
Lord's,1973,14
Lord's,1973,150
Lord's,1973,9
Lord's,1973,121
Lord's,1973,36
Lord's,1973,23
Lord's,1973,4
Lord's,1973,35
Lord's,1973,1
Lord's,1973,8
Lord's,1973,68
Lord's,1973,44
Lord's,1973,0
Lord's,1973,21
Lord's,1973,5
Lord's,1973,5
Lord's,1973,12
Lord's,1973,15
Lord's,1973,10
Lord's,1973,5
Lord's,1973,12
Lord's,1973,0
Lord's,1973,86
Lord's,1973,13
Lord's,1973,13
Lord's,1973,1
Lord's,1973,0
Lord's,1973,14
Lord's,1974,188
Lord's,1974,46
Lord's,1974,96
Lord's,1974,118
Lord's,1974,15
Lord's,1974,106
Lord's,1974,26
Lord's,1974,3
Lord's,1974,5
Lord's,1974,9
Lord's,1974,1
Lord's,1974,49
Lord's,1974,86
Lord's,1974,18
Lord's,1974,52
Lord's,1974,1
Lord's,1974,43
Lord's,1974,14
Lord's,1974,0
Lord's,1974,0
Lord's,1974,14
Lord's,1974,2
Lord's,1974,5
Lord's,1974,0
Lord's,1974,3
Lord's,1974,5
Lord's,1974,1
Lord's,1974,18
Lord's,1974,3
Lord's,1974,2
Lord's,1974,5
Lord's,1974,0
Lord's,1974,40
Lord's,1974,48
Lord's,1974,1
Lord's,1974,0
Lord's,1974,24
Lord's,1974,2
Lord's,1974,5
Lord's,1974,4
Lord's,1974,4
Lord's,1974,0
Lord's,1974,2
Lord's,1974,23
Lord's,1974,40
Lord's,1974,20
Lord's,1974,8
Lord's,1974,9
Lord's,1974,83
Lord's,1974,41
Lord's,1974,10
Lord's,1974,12
Lord's,1974,6
Lord's,1974,43
Lord's,1974,19
Lord's,1974,1
Lord's,1974,76
Lord's,1974,53
Lord's,1974,0
Lord's,1974,0
Lord's,1974,0
Lord's,1974,1
Lord's,1974,1
Lord's,1974,17
Lord's,1974,14
Lord's,1974,12
Lord's,1975,6
Lord's,1975,9
Lord's,1975,50
Lord's,1975,0
Lord's,1975,6
Lord's,1975,96
Lord's,1975,69
Lord's,1975,33
Lord's,1975,11
Lord's,1975,0
Lord's,1975,4
Lord's,1975,29
Lord's,1975,9
Lord's,1975,2
Lord's,1975,4
Lord's,1975,99
Lord's,1975,2
Lord's,1975,3
Lord's,1975,5
Lord's,1975,17
Lord's,1975,73
Lord's,1975,14
Lord's,1975,52
Lord's,1975,175
Lord's,1975,45
Lord's,1975,10
Lord's,1975,31
Lord's,1975,41
Lord's,1975,22
Lord's,1975,31
Lord's,1975,79
Lord's,1975,21
Lord's,1975,86
Lord's,1975,73
Lord's,1975,52
Lord's,1976,6
Lord's,1976,40
Lord's,1976,7
Lord's,1976,60
Lord's,1976,38
Lord's,1976,6
Lord's,1976,17
Lord's,1976,19
Lord's,1976,0
Lord's,1976,31
Lord's,1976,0
Lord's,1976,0
Lord's,1976,84
Lord's,1976,11
Lord's,1976,0
Lord's,1976,50
Lord's,1976,2
Lord's,1976,3
Lord's,1976,0
Lord's,1976,12
Lord's,1976,16
Lord's,1976,0
Lord's,1976,30
Lord's,1976,13
Lord's,1976,3
Lord's,1976,64
Lord's,1976,46
Lord's,1976,29
Lord's,1976,20
Lord's,1976,4
Lord's,1976,13
Lord's,1976,6
Lord's,1976,2
Lord's,1976,138
Lord's,1976,22
Lord's,1976,34
Lord's,1976,33
Lord's,1976,1
Lord's,1976,7
Lord's,1976,0
Lord's,1976,0
Lord's,1977,4
Lord's,1977,9
Lord's,1977,79
Lord's,1977,53
Lord's,1977,5
Lord's,1977,1
Lord's,1977,8
Lord's,1977,9
Lord's,1977,8
Lord's,1977,11
Lord's,1977,17
Lord's,1977,11
Lord's,1977,23
Lord's,1977,66
Lord's,1977,81
Lord's,1977,53
Lord's,1977,11
Lord's,1977,1
Lord's,1977,12
Lord's,1977,4
Lord's,1977,6
Lord's,1977,3
Lord's,1977,0
Lord's,1977,49
Lord's,1977,120
Lord's,1977,91
Lord's,1977,5
Lord's,1977,8
Lord's,1977,0
Lord's,1977,0
Lord's,1977,3
Lord's,1977,12
Lord's,1977,0
Lord's,1977,4
Lord's,1977,1
Lord's,1977,24
Lord's,1977,50
Lord's,1977,10
Lord's,1977,3
Lord's,1977,6
Lord's,1977,8
Lord's,1978,2
Lord's,1978,54
Lord's,1978,8
Lord's,1978,56
Lord's,1978,69
Lord's,1978,0
Lord's,1978,108
Lord's,1978,10
Lord's,1978,0
Lord's,1978,36
Lord's,1978,18
Lord's,1978,1
Lord's,1978,11
Lord's,1978,31
Lord's,1978,15
Lord's,1978,0
Lord's,1978,28
Lord's,1978,2
Lord's,1978,0
Lord's,1978,0
Lord's,1978,4
Lord's,1978,4
Lord's,1978,10
Lord's,1978,0
Lord's,1978,46
Lord's,1978,40
Lord's,1978,4
Lord's,1978,22
Lord's,1978,1
Lord's,1978,2
Lord's,1978,1
Lord's,1978,0
Lord's,1978,0
Lord's,1978,17
Lord's,1978,39
Lord's,1978,123
Lord's,1978,14
Lord's,1978,68
Lord's,1978,2
Lord's,1978,16
Lord's,1978,0
Lord's,1978,19
Lord's,1978,4
Lord's,1978,4
Lord's,1978,2
Lord's,1978,24
Lord's,1978,77
Lord's,1978,71
Lord's,1978,33
Lord's,1978,21
Lord's,1978,1
Lord's,1978,5
Lord's,1978,2
Lord's,1978,12
Lord's,1978,7
Lord's,1978,12
Lord's,1978,4
Lord's,1978,1
Lord's,1978,3
Lord's,1978,14
Lord's,1978,3
Lord's,1978,0
Lord's,1978,0
Lord's,1978,14
Lord's,1978,5
Lord's,1978,0
Lord's,1978,42
Lord's,1978,4
Lord's,1978,0
Lord's,1978,46
Lord's,1978,8
Lord's,1979,42
Lord's,1979,2
Lord's,1979,0
Lord's,1979,21
Lord's,1979,13
Lord's,1979,11
Lord's,1979,4
Lord's,1979,3
Lord's,1979,0
Lord's,1979,0
Lord's,1979,0
Lord's,1979,12
Lord's,1979,32
Lord's,1979,10
Lord's,1979,82
Lord's,1979,57
Lord's,1979,36
Lord's,1979,62
Lord's,1979,20
Lord's,1979,64
Lord's,1979,6
Lord's,1979,59
Lord's,1979,31
Lord's,1979,103
Lord's,1979,113
Lord's,1979,1
Lord's,1979,5
Lord's,1980,123
Lord's,1980,8
Lord's,1980,42
Lord's,1980,15
Lord's,1980,18
Lord's,1980,8
Lord's,1980,3
Lord's,1980,4
Lord's,1980,9
Lord's,1980,14
Lord's,1980,10
Lord's,1980,25
Lord's,1980,184
Lord's,1980,145
Lord's,1980,0
Lord's,1980,15
Lord's,1980,0
Lord's,1980,56
Lord's,1980,34
Lord's,1980,24
Lord's,1980,15
Lord's,1980,0
Lord's,1980,47
Lord's,1980,49
Lord's,1980,6
Lord's,1980,19
Lord's,1980,112
Lord's,1980,24
Lord's,1980,47
Lord's,1980,117
Lord's,1980,2
Lord's,1980,56
Lord's,1980,16
Lord's,1980,8
Lord's,1980,62
Lord's,1980,9
Lord's,1980,45
Lord's,1980,12
Lord's,1980,0
Lord's,1980,5
Lord's,1980,6
Lord's,1980,3
Lord's,1980,24
Lord's,1980,5
Lord's,1980,8
Lord's,1980,6
Lord's,1980,59
Lord's,1980,84
Lord's,1980,21
Lord's,1980,16
Lord's,1980,128
Lord's,1980,1
Lord's,1980,35
Lord's,1980,51
Lord's,1981,44
Lord's,1981,17
Lord's,1981,21
Lord's,1981,27
Lord's,1981,59
Lord's,1981,82
Lord's,1981,31
Lord's,1981,0
Lord's,1981,0
Lord's,1981,7
Lord's,1981,5
Lord's,1981,44
Lord's,1981,7
Lord's,1981,1
Lord's,1981,42
Lord's,1981,2
Lord's,1981,64
Lord's,1981,47
Lord's,1981,33
Lord's,1981,5
Lord's,1981,40
Lord's,1981,5
Lord's,1981,20
Lord's,1981,60
Lord's,1981,9
Lord's,1981,89
Lord's,1981,16
Lord's,1981,0
Lord's,1981,12
Lord's,1981,27
Lord's,1981,9
Lord's,1981,62
Lord's,1981,1
Lord's,1981,3
Lord's,1981,4
Lord's,1981,5
Lord's,1981,12
Lord's,1982,4
Lord's,1982,4
Lord's,1982,9
Lord's,1982,37
Lord's,1982,67
Lord's,1982,126
Lord's,1982,7
Lord's,1982,64
Lord's,1982,31
Lord's,1982,41
Lord's,1982,28
Lord's,1982,48
Lord's,1982,6
Lord's,1982,2
Lord's,1982,1
Lord's,1982,4
Lord's,1982,5
Lord's,1982,41
Lord's,1982,4
Lord's,1982,6
Lord's,1982,6
Lord's,1982,0
Lord's,1982,24
Lord's,1982,1
Lord's,1982,157
Lord's,1982,23
Lord's,1982,3
Lord's,1982,37
Lord's,1982,0
Lord's,1982,89
Lord's,1982,3
Lord's,1982,15
Lord's,1982,4
Lord's,1982,10
Lord's,1982,3
Lord's,1982,1
Lord's,1982,37
Lord's,1982,14
Lord's,1982,200
Lord's,1982,20
Lord's,1982,57
Lord's,1982,6
Lord's,1982,75
Lord's,1982,1
Lord's,1982,12
Lord's,1982,2
Lord's,1982,24
Lord's,1982,18
Lord's,1982,29
Lord's,1982,8
Lord's,1982,33
Lord's,1982,29
Lord's,1982,31
Lord's,1982,32
Lord's,1982,5
Lord's,1982,3
Lord's,1982,6
Lord's,1982,5
Lord's,1982,0
Lord's,1982,9
Lord's,1982,82
Lord's,1982,0
Lord's,1982,0
Lord's,1982,69
Lord's,1982,7
Lord's,1982,14
Lord's,1982,2
Lord's,1982,14
Lord's,1982,24
Lord's,1982,17
Lord's,1982,39
Lord's,1982,26
Lord's,1983,51
Lord's,1983,0
Lord's,1983,108
Lord's,1983,17
Lord's,1983,81
Lord's,1983,8
Lord's,1983,16
Lord's,1983,10
Lord's,1983,16
Lord's,1983,7
Lord's,1983,1
Lord's,1983,11
Lord's,1983,70
Lord's,1983,25
Lord's,1983,46
Lord's,1983,7
Lord's,1983,11
Lord's,1983,0
Lord's,1983,0
Lord's,1983,5
Lord's,1983,3
Lord's,1983,5
Lord's,1983,16
Lord's,1983,43
Lord's,1983,34
Lord's,1983,4
Lord's,1983,15
Lord's,1983,61
Lord's,1983,7
Lord's,1983,3
Lord's,1983,5
Lord's,1983,2
Lord's,1983,1
Lord's,1983,12
Lord's,1983,27
Lord's,1983,0
Lord's,1983,12
Lord's,1983,68
Lord's,1983,17
Lord's,1983,30
Lord's,1983,4
Lord's,1983,16
Lord's,1983,17
Lord's,1983,2
Lord's,1984,106
Lord's,1984,55
Lord's,1984,3
Lord's,1984,23
Lord's,1984,1
Lord's,1984,30
Lord's,1984,23
Lord's,1984,0
Lord's,1984,2
Lord's,1984,6
Lord's,1984,2
Lord's,1984,1
Lord's,1984,12
Lord's,1984,10
Lord's,1984,72
Lord's,1984,39
Lord's,1984,8
Lord's,1984,29
Lord's,1984,44
Lord's,1984,8
Lord's,1984,6
Lord's,1984,3
Lord's,1984,11
Lord's,1984,0
Lord's,1984,21
Lord's,1984,110
Lord's,1984,29
Lord's,1984,81
Lord's,1984,4
Lord's,1984,9
Lord's,1984,8
Lord's,1984,9
Lord's,1984,214
Lord's,1984,17
Lord's,1984,92
Lord's,1984,190
Lord's,1984,8
Lord's,1984,5
Lord's,1984,32
Lord's,1984,84
Lord's,1984,111
Lord's,1984,16
Lord's,1984,20
Lord's,1984,5
Lord's,1984,25
Lord's,1984,86
Lord's,1984,14
Lord's,1984,55
Lord's,1984,107
Lord's,1984,6
Lord's,1984,41
Lord's,1984,10
Lord's,1984,0
Lord's,1984,2
Lord's,1984,1
Lord's,1984,13
Lord's,1984,102
Lord's,1984,3
Lord's,1984,38
Lord's,1984,0
Lord's,1984,3
Lord's,1984,94
Lord's,1984,14
Lord's,1984,7
Lord's,1985,30
Lord's,1985,6
Lord's,1985,86
Lord's,1985,14
Lord's,1985,47
Lord's,1985,5
Lord's,1985,21
Lord's,1985,33
Lord's,1985,21
Lord's,1985,3
Lord's,1985,1
Lord's,1985,8
Lord's,1985,14
Lord's,1985,11
Lord's,1985,196
Lord's,1985,4
Lord's,1985,94
Lord's,1985,21
Lord's,1985,48
Lord's,1985,5
Lord's,1985,9
Lord's,1985,0
Lord's,1985,17
Lord's,1985,12
Lord's,1985,20
Lord's,1985,0
Lord's,1985,22
Lord's,1985,75
Lord's,1985,9
Lord's,1985,85
Lord's,1985,0
Lord's,1985,1
Lord's,1985,0
Lord's,1985,6
Lord's,1985,0
Lord's,1985,28
Lord's,1985,2
Lord's,1985,41
Lord's,1985,1
Lord's,1985,29
Lord's,1985,9
Lord's,1986,114
Lord's,1986,35
Lord's,1986,18
Lord's,1986,0
Lord's,1986,6
Lord's,1986,63
Lord's,1986,7
Lord's,1986,5
Lord's,1986,12
Lord's,1986,4
Lord's,1986,7
Lord's,1986,34
Lord's,1986,20
Lord's,1986,69
Lord's,1986,126
Lord's,1986,33
Lord's,1986,1
Lord's,1986,9
Lord's,1986,1
Lord's,1986,2
Lord's,1986,25
Lord's,1986,6
Lord's,1986,8
Lord's,1986,11
Lord's,1986,8
Lord's,1986,40
Lord's,1986,39
Lord's,1986,6
Lord's,1986,29
Lord's,1986,19
Lord's,1986,1
Lord's,1986,2
Lord's,1986,7
Lord's,1986,22
Lord's,1986,0
Lord's,1986,8
Lord's,1986,33
Lord's,1986,14
Lord's,1986,20
Lord's,1986,23
Lord's,1986,18
Lord's,1986,74
Lord's,1986,44
Lord's,1986,62
Lord's,1986,2
Lord's,1986,44
Lord's,1986,6
Lord's,1986,0
Lord's,1986,17
Lord's,1986,8
Lord's,1986,12
Lord's,1986,0
Lord's,1986,83
Lord's,1986,0
Lord's,1986,106
Lord's,1986,18
Lord's,1986,51
Lord's,1986,11
Lord's,1986,19
Lord's,1986,18
Lord's,1986,1
Lord's,1986,1
Lord's,1986,183
Lord's,1986,5
Lord's,1986,16
Lord's,1986,3
Lord's,1986,26
Lord's,1986,42
Lord's,1986,9
Lord's,1986,0
Lord's,1986,0
Lord's,1986,24
Lord's,1986,11
Lord's,1987,55
Lord's,1987,7
Lord's,1987,123
Lord's,1987,8
Lord's,1987,43
Lord's,1987,42
Lord's,1987,6
Lord's,1987,12
Lord's,1987,21
Lord's,1987,17
Lord's,1987,17
Lord's,1988,22
Lord's,1988,12
Lord's,1988,5
Lord's,1988,6
Lord's,1988,3
Lord's,1988,81
Lord's,1988,53
Lord's,1988,11
Lord's,1988,0
Lord's,1988,9
Lord's,1988,0
Lord's,1988,44
Lord's,1988,0
Lord's,1988,26
Lord's,1988,46
Lord's,1988,10
Lord's,1988,1
Lord's,1988,11
Lord's,1988,7
Lord's,1988,5
Lord's,1988,7
Lord's,1988,0
Lord's,1988,103
Lord's,1988,5
Lord's,1988,26
Lord's,1988,72
Lord's,1988,11
Lord's,1988,95
Lord's,1988,52
Lord's,1988,6
Lord's,1988,0
Lord's,1988,0
Lord's,1988,2
Lord's,1988,16
Lord's,1988,1
Lord's,1988,14
Lord's,1988,1
Lord's,1988,113
Lord's,1988,0
Lord's,1988,27
Lord's,1988,30
Lord's,1988,7
Lord's,1988,29
Lord's,1988,28
Lord's,1988,46
Lord's,1988,1
Lord's,1988,0
Lord's,1988,3
Lord's,1988,3
Lord's,1988,5
Lord's,1988,21
Lord's,1988,59
Lord's,1988,4
Lord's,1988,0
Lord's,1988,42
Lord's,1988,75
Lord's,1988,19
Lord's,1988,94
Lord's,1988,66
Lord's,1988,63
Lord's,1988,31
Lord's,1988,14
Lord's,1988,0
Lord's,1988,26
Lord's,1988,14
Lord's,1988,4
Lord's,1988,25
Lord's,1988,16
Lord's,1988,57
Lord's,1988,18
Lord's,1988,20
Lord's,1988,78
Lord's,1988,56
Lord's,1988,32
Lord's,1988,2
Lord's,1988,9
Lord's,1988,2
Lord's,1988,36
Lord's,1988,34
Lord's,1988,0
Lord's,1988,8
Lord's,1988,8
Lord's,1989,60
Lord's,1989,18
Lord's,1989,14
Lord's,1989,0
Lord's,1989,57
Lord's,1989,32
Lord's,1989,0
Lord's,1989,64
Lord's,1989,16
Lord's,1989,6
Lord's,1989,7
Lord's,1989,3
Lord's,1989,62
Lord's,1989,94
Lord's,1989,35
Lord's,1989,27
Lord's,1989,152
Lord's,1989,3
Lord's,1989,30
Lord's,1989,21
Lord's,1989,74
Lord's,1989,8
Lord's,1989,0
Lord's,1989,20
Lord's,1989,3
Lord's,1989,22
Lord's,1989,106
Lord's,1989,96
Lord's,1989,29
Lord's,1989,36
Lord's,1989,4
Lord's,1989,5
Lord's,1989,24
Lord's,1989,1
Lord's,1989,27
Lord's,1989,58
Lord's,1989,1
Lord's,1989,0
Lord's,1989,21
Lord's,1990,85
Lord's,1990,0
Lord's,1990,54
Lord's,1990,39
Lord's,1990,64
Lord's,1990,2
Lord's,1990,13
Lord's,1990,38
Lord's,1990,3
Lord's,1990,0
Lord's,1990,0
Lord's,1990,101
Lord's,1990,98
Lord's,1990,49
Lord's,1990,1
Lord's,1990,47
Lord's,1990,0
Lord's,1990,86
Lord's,1990,4
Lord's,1990,27
Lord's,1990,13
Lord's,1990,2
Lord's,1990,37
Lord's,1990,54
Lord's,1990,42
Lord's,1990,84
Lord's,1990,0
Lord's,1990,33
Lord's,1990,333
Lord's,1990,8
Lord's,1990,40
Lord's,1990,139
Lord's,1990,100
Lord's,1990,4
Lord's,1990,100
Lord's,1990,30
Lord's,1990,18
Lord's,1990,52
Lord's,1990,121
Lord's,1990,10
Lord's,1990,25
Lord's,1990,77
Lord's,1990,8
Lord's,1990,0
Lord's,1990,0
Lord's,1990,123
Lord's,1990,72
Lord's,1990,32
Lord's,1990,19
Lord's,1990,15
Lord's,1990,12
Lord's,1990,1
Lord's,1990,33
Lord's,1990,35
Lord's,1990,37
Lord's,1990,27
Lord's,1990,8
Lord's,1990,7
Lord's,1990,16
Lord's,1990,38
Lord's,1990,0
Lord's,1991,33
Lord's,1991,60
Lord's,1991,57
Lord's,1991,111
Lord's,1991,63
Lord's,1991,5
Lord's,1991,20
Lord's,1991,25
Lord's,1991,5
Lord's,1991,10
Lord's,1991,1
Lord's,1991,37
Lord's,1991,5
Lord's,1991,0
Lord's,1991,1
Lord's,1991,24
Lord's,1991,148
Lord's,1991,46
Lord's,1991,35
Lord's,1991,29
Lord's,1991,6
Lord's,1991,0
Lord's,1991,2
Lord's,1991,4
Lord's,1991,1
Lord's,1991,1
Lord's,1991,38
Lord's,1991,42
Lord's,1991,113
Lord's,1991,4
Lord's,1991,0
Lord's,1991,22
Lord's,1991,11
Lord's,1991,17
Lord's,1991,1
Lord's,1991,3
Lord's,1991,0
Lord's,1991,5
Lord's,1991,66
Lord's,1991,4
Lord's,1991,42
Lord's,1991,2
Lord's,1991,11
Lord's,1991,20
Lord's,1991,52
Lord's,1991,0
Lord's,1991,6
Lord's,1991,1
Lord's,1991,174
Lord's,1991,23
Lord's,1991,43
Lord's,1991,63
Lord's,1991,12
Lord's,1991,21
Lord's,1991,25
Lord's,1991,34
Lord's,1991,18
Lord's,1991,15
Lord's,1991,66
Lord's,1991,16
Lord's,1991,17
Lord's,1991,34
Lord's,1991,4
Lord's,1991,16
Lord's,1992,69
Lord's,1992,74
Lord's,1992,13
Lord's,1992,9
Lord's,1992,30
Lord's,1992,2
Lord's,1992,2
Lord's,1992,22
Lord's,1992,3
Lord's,1992,4
Lord's,1992,0
Lord's,1992,73
Lord's,1992,24
Lord's,1992,59
Lord's,1992,9
Lord's,1992,55
Lord's,1992,0
Lord's,1992,24
Lord's,1992,12
Lord's,1992,4
Lord's,1992,14
Lord's,1992,5
Lord's,1992,13
Lord's,1992,69
Lord's,1992,12
Lord's,1992,11
Lord's,1992,8
Lord's,1992,12
Lord's,1992,6
Lord's,1992,15
Lord's,1992,1
Lord's,1992,0
Lord's,1992,0
Lord's,1992,39
Lord's,1992,0
Lord's,1992,0
Lord's,1992,0
Lord's,1992,12
Lord's,1992,8
Lord's,1992,45
Lord's,1992,3
Lord's,1992,5
Lord's,1992,20
Lord's,1993,111
Lord's,1993,152
Lord's,1993,164
Lord's,1993,99
Lord's,1993,77
Lord's,1993,13
Lord's,1993,12
Lord's,1993,80
Lord's,1993,5
Lord's,1993,22
Lord's,1993,20
Lord's,1993,3
Lord's,1993,0
Lord's,1993,16
Lord's,1993,21
Lord's,1993,7
Lord's,1993,2
Lord's,1993,29
Lord's,1993,99
Lord's,1993,59
Lord's,1993,5
Lord's,1993,64
Lord's,1993,62
Lord's,1993,0
Lord's,1993,20
Lord's,1993,0
Lord's,1993,4
Lord's,1993,0
Lord's,1994,0
Lord's,1994,10
Lord's,1994,37
Lord's,1994,142
Lord's,1994,41
Lord's,1994,69
Lord's,1994,40
Lord's,1994,25
Lord's,1994,56
Lord's,1994,14
Lord's,1994,2
Lord's,1994,28
Lord's,1994,45
Lord's,1994,13
Lord's,1994,6
Lord's,1994,58
Lord's,1994,51
Lord's,1994,32
Lord's,1994,11
Lord's,1994,10
Lord's,1994,0
Lord's,1994,4
Lord's,1994,2
Lord's,1994,94
Lord's,1994,0
Lord's,1994,9
Lord's,1994,39
Lord's,1994,38
Lord's,1994,15
Lord's,1994,33
Lord's,1994,119
Lord's,1994,0
Lord's,1994,23
Lord's,1994,37
Lord's,1994,9
Lord's,1994,24
Lord's,1994,3
Lord's,1994,2
Lord's,1994,0
Lord's,1994,6
Lord's,1994,72
Lord's,1994,7
Lord's,1994,105
Lord's,1994,8
Lord's,1994,32
Lord's,1994,29
Lord's,1994,26
Lord's,1994,41
Lord's,1994,8
Lord's,1994,5
Lord's,1994,20
Lord's,1994,12
Lord's,1994,9
Lord's,1994,38
Lord's,1994,20
Lord's,1994,10
Lord's,1994,15
Lord's,1994,6
Lord's,1994,20
Lord's,1994,12
Lord's,1994,3
Lord's,1994,44
Lord's,1994,3
Lord's,1994,32
Lord's,1994,28
Lord's,1994,42
Lord's,1994,32
Lord's,1994,39
Lord's,1994,3
Lord's,1994,25
Lord's,1994,8
Lord's,1994,27
Lord's,1994,7
Lord's,1994,11
Lord's,1994,28
Lord's,1994,0
Lord's,1994,14
Lord's,1994,1
Lord's,1994,0
Lord's,1994,0
Lord's,1994,1
Lord's,1995,21
Lord's,1995,34
Lord's,1995,13
Lord's,1995,52
Lord's,1995,61
Lord's,1995,0
Lord's,1995,30
Lord's,1995,11
Lord's,1995,29
Lord's,1995,16
Lord's,1995,1
Lord's,1995,5
Lord's,1995,40
Lord's,1995,6
Lord's,1995,54
Lord's,1995,49
Lord's,1995,75
Lord's,1995,16
Lord's,1995,29
Lord's,1995,8
Lord's,1995,12
Lord's,1995,11
Lord's,1995,9
Lord's,1995,36
Lord's,1995,67
Lord's,1995,42
Lord's,1995,90
Lord's,1995,0
Lord's,1995,23
Lord's,1995,20
Lord's,1995,1
Lord's,1995,4
Lord's,1995,2
Lord's,1995,14
Lord's,1995,93
Lord's,1995,54
Lord's,1995,13
Lord's,1995,0
Lord's,1995,0
Lord's,1995,9
Lord's,1995,14
Lord's,1995,10
Lord's,1995,11
Lord's,1995,0
Lord's,1996,0
Lord's,1996,20
Lord's,1996,36
Lord's,1996,89
Lord's,1996,1
Lord's,1996,1
Lord's,1996,124
Lord's,1996,31
Lord's,1996,0
Lord's,1996,4
Lord's,1996,0
Lord's,1996,15
Lord's,1996,24
Lord's,1996,131
Lord's,1996,31
Lord's,1996,16
Lord's,1996,10
Lord's,1996,95
Lord's,1996,14
Lord's,1996,19
Lord's,1996,15
Lord's,1996,4
Lord's,1996,17
Lord's,1996,66
Lord's,1996,28
Lord's,1996,23
Lord's,1996,21
Lord's,1996,6
Lord's,1996,41
Lord's,1996,38
Lord's,1996,26
Lord's,1996,1
Lord's,1996,0
Lord's,1996,2
Lord's,1996,74
Lord's,1996,1
Lord's,1996,148
Lord's,1996,7
Lord's,1996,17
Lord's,1996,10
Lord's,1996,45
Lord's,1996,11
Lord's,1996,4
Lord's,1996,10
Lord's,1996,51
Lord's,1996,12
Lord's,1996,39
Lord's,1996,77
Lord's,1996,4
Lord's,1996,25
Lord's,1996,41
Lord's,1996,3
Lord's,1996,5
Lord's,1996,0
Lord's,1996,1
Lord's,1996,88
Lord's,1996,33
Lord's,1996,76
Lord's,1996,5
Lord's,1996,70
Lord's,1996,27
Lord's,1996,34
Lord's,1996,1
Lord's,1996,64
Lord's,1996,89
Lord's,1996,3
Lord's,1996,4
Lord's,1996,5
Lord's,1996,1
Lord's,1996,3
Lord's,1996,40
Lord's,1996,6
Lord's,1996,10
Lord's,1997,5
Lord's,1997,1
Lord's,1997,1
Lord's,1997,19
Lord's,1997,21
Lord's,1997,1
Lord's,1997,7
Lord's,1997,2
Lord's,1997,10
Lord's,1997,1
Lord's,1997,0
Lord's,1997,1
Lord's,1997,112
Lord's,1997,45
Lord's,1997,33
Lord's,1997,0
Lord's,1997,0
Lord's,1997,4
Lord's,1997,13
Lord's,1997,1
Lord's,1997,87
Lord's,1997,77
Lord's,1997,13
Lord's,1997,0
Lord's,1997,30
Lord's,1997,29
Lord's,1998,22
Lord's,1998,4
Lord's,1998,0
Lord's,1998,16
Lord's,1998,81
Lord's,1998,117
Lord's,1998,14
Lord's,1998,35
Lord's,1998,34
Lord's,1998,7
Lord's,1998,3
Lord's,1998,10
Lord's,1998,0
Lord's,1998,15
Lord's,1998,14
Lord's,1998,2
Lord's,1998,10
Lord's,1998,12
Lord's,1998,8
Lord's,1998,12
Lord's,1998,6
Lord's,1998,1
Lord's,1998,44
Lord's,1998,0
Lord's,1998,105
Lord's,1998,1
Lord's,1998,56
Lord's,1998,0
Lord's,1998,0
Lord's,1998,4
Lord's,1998,2
Lord's,1998,16
Lord's,1998,17
Lord's,1998,9
Lord's,1998,5
Lord's,1999,8
Lord's,1999,50
Lord's,1999,61
Lord's,1999,7
Lord's,1999,4
Lord's,1999,6
Lord's,1999,0
Lord's,1999,18
Lord's,1999,4
Lord's,1999,0
Lord's,1999,1
Lord's,1999,100
Lord's,1999,15
Lord's,1999,1
Lord's,1999,43
Lord's,1999,52
Lord's,1999,3
Lord's,1999,54
Lord's,1999,12
Lord's,1999,31
Lord's,1999,6
Lord's,1999,1
Lord's,1999,20
Lord's,1999,35
Lord's,1999,24
Lord's,1999,7
Lord's,1999,19
Lord's,1999,12
Lord's,1999,37
Lord's,1999,45
Lord's,1999,10
Lord's,1999,5
Lord's,1999,26
Lord's,1999,26
Lord's,1999,5
Lord's,2000,4
Lord's,2000,1
Lord's,2000,18
Lord's,2000,0
Lord's,2000,24
Lord's,2000,14
Lord's,2000,15
Lord's,2000,4
Lord's,2000,0
Lord's,2000,0
Lord's,2000,1
Lord's,2000,55
Lord's,2000,15
Lord's,2000,10
Lord's,2000,101
Lord's,2000,124
Lord's,2000,44
Lord's,2000,1
Lord's,2000,0
Lord's,2000,13
Lord's,2000,5
Lord's,2000,7
Lord's,2000,2
Lord's,2000,5
Lord's,2000,11
Lord's,2000,4
Lord's,2000,14
Lord's,2000,2
Lord's,2000,9
Lord's,2000,23
Lord's,2000,0
Lord's,2000,37
Lord's,2000,8
Lord's,2000,82
Lord's,2000,27
Lord's,2000,59
Lord's,2000,6
Lord's,2000,22
Lord's,2000,1
Lord's,2000,10
Lord's,2000,5
Lord's,2000,29
Lord's,2000,12
Lord's,2000,1
Lord's,2000,1
